First Name,Last Name,Company Name,Phone Number,City,State/Region,Lifecycle Stage,Lead Tier,Trade,Buying Signal,Complaint Types,Best Quote,Call Opener,Google Rating,Review Count,Website,Google Maps URL
"Urquhart Plumbing Co. Inc,",,"Urquhart Plumbing Co. Inc,",(843) 662-2571,Florence,South Carolina,Lead,A - Signal,plumber,yes,"scheduling, communication",the woman in the office you have to go through to get appointments is rude and unprofessional.,"A) Saw a recent review say: ""the woman in the office you have to go through to get appointments is rude and unprofessional."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.4,45,http://www.urquhartplumbing.com/,https://maps.google.com/?cid=2213748838721685054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"PDI Kitchen, Bath & Lighting (previously WA Bragg & Co.)",,"PDI Kitchen, Bath & Lighting (previously WA Bragg & Co.)",(803) 642-6000,Aiken,South Carolina,Lead,A - Signal,plumber,yes,communication,"an employee at WA Bragg had emailed my client, claiming I “had no clue what I was doing”","A) Saw a recent review say: ""an employee at WA Bragg had emailed my client, claiming I “had no clue what I was doing”"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.6,40,http://www.relyonpdi.com/,https://maps.google.com/?cid=5266581983719086646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Knights Tech Electric,,Knights Tech Electric,(864) 612-0405,Spartanburg,South Carolina,Lead,A - Signal,electrician,yes,"scheduling, no_show, communication",it took him 2 months to do it as he was missing most of the time,"A) Saw a recent review say: ""it took him 2 months to do it as he was missing most of the time"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.8,38,http://www.knightstechelectric.com/,https://maps.google.com/?cid=18096655647656067334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Smith's Heating and Air Conditioning Co., Inc.",,"Smith's Heating and Air Conditioning Co., Inc.",(843) 552-3772,North Charleston,South Carolina,Lead,A - Signal,hvac,yes,"no_show, communication","After waiting the entire morning, I sent a text message... 'Obviously we won't be there by noon,' in a defensive and unapologetic manner.","A) Saw a recent review say: ""After waiting the entire morning, I sent a text message... 'Obviously we won't be there by noon,' in a defensive and unapologetic manner."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3.6,37,http://www.smithshvac.com/,https://maps.google.com/?cid=9406973883724797751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Powell Electric,,Powell Electric,(843) 524-4891,Beaufort,South Carolina,Lead,A - Signal,electrician,yes,"missed_calls, scheduling, slow_response, communication","they ghosted me for a week, so I had to bug them to even know when it would happen","A) Saw a recent review say: ""they ghosted me for a week, so I had to bug them to even know when it would happen"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.3,34,https://www.powell-elec.com/,https://maps.google.com/?cid=15926757099681989282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Advanced Door Systems Inc,,Advanced Door Systems Inc,(803) 254-3143,Columbia,South Carolina,Lead,A - Signal,garage_door,yes,"slow_response, communication","I was told that he would get back to me via email the following morning. After one week of not contact, I reached out to him","A) Saw a recent review say: ""I was told that he would get back to me via email the following morning. After one week of not contact, I reached out to him"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3.8,33,http://www.raynor.com/viewdealergoogle.cfm?id=1376,https://maps.google.com/?cid=6215969075681454963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bates,,Bates,(803) 274-6463,Columbia,South Carolina,Lead,A - Signal,electrician,yes,communication,Little to no communication among staff. Unorganized.,"A) Saw a recent review say: ""Little to no communication among staff. Unorganized."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.3,31,https://bates-electric.com/locations/columbia-south-carolina/,https://maps.google.com/?cid=6537453452853600910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Wright Electrical LLC,,Wright Electrical LLC,(864) 430-1928,Greenville,South Carolina,Lead,A - Signal,electrician,yes,no_show,"called this am since they were working next door, was told they would drop by before 3 and no one ever came","A) Saw a recent review say: ""called this am since they were working next door, was told they would drop by before 3 and no one ever came"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.5,30,https://wrightelectricalllc.net/,https://maps.google.com/?cid=8479500500634138766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Aiken Augusta Electric & Security,,Aiken Augusta Electric & Security,(706) 863-8722,Aiken,South Carolina,Lead,A - Signal,electrician,yes,communication,"I was treated extremely poorly by the owner, who was rude, dismissive, and completely unprofessional from the start.","A) Saw a recent review say: ""I was treated extremely poorly by the owner, who was rude, dismissive, and completely unprofessional from the start."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.7,30,https://aikenaugustaelectricsecurity.com/,https://maps.google.com/?cid=1835041406687697892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Beaufort Carolina Comfort, Inc.",,"Beaufort Carolina Comfort, Inc.",(252) 728-6943,Beaufort,South Carolina,Lead,A - Signal,hvac,yes,"scheduling, no_show, communication",Said they would be back after lunch to get started. They never showed up.,"A) Saw a recent review say: ""Said they would be back after lunch to get started. They never showed up."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.6,29,http://www.beaufortcarolinacomfort.com/,https://maps.google.com/?cid=12918613858424980083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mitchell Heating & Cooling,,Mitchell Heating & Cooling,(843) 790-7301,Mount Pleasant,South Carolina,Lead,A - Signal,hvac,yes,"missed_calls, communication",I called and tried to speak with the manager but I was given the runaround he never called back,"A) Saw a recent review say: ""I called and tried to speak with the manager but I was given the runaround he never called back"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.9,28,https://mitchellhvac.com/,https://maps.google.com/?cid=9022126685955497281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Jenkins Plumbing Co, LC",,"Jenkins Plumbing Co, LC",(843) 832-4295,Summerville,South Carolina,Lead,A - Signal,plumber,yes,"missed_calls, communication","Called at 0500 for an emergency. 5 hours layer they call me and say no one is available, then hang up.","A) Saw a recent review say: ""Called at 0500 for an emergency. 5 hours layer they call me and say no one is available, then hang up."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3,25,http://www.jenkinsplumbing.com/,https://maps.google.com/?cid=2988437129338627508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Barwick's Plumbing,,Barwick's Plumbing,(803) 452-5755,Sumter,South Carolina,Lead,A - Signal,plumber,yes,"missed_calls, slow_response",I called this company 2 days ago... She got my name and number and told me she would call me back. I still haven't been called back.,"A) Saw a recent review say: ""I called this company 2 days ago... She got my name and number and told me she would call me back. I still haven't been called back."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.8,25,,https://maps.google.com/?cid=16755893280923371940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Ferguson Plumbing Supply,,Ferguson Plumbing Supply,(843) 460-1770,North Charleston,South Carolina,Lead,A - Signal,plumber,yes,"slow_response, communication",Customer service skills leave a lot to be desired. The gentleman I dealt with had a very lazy attitude about him.,"A) Saw a recent review say: ""Customer service skills leave a lot to be desired. The gentleman I dealt with had a very lazy attitude about him."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.4,23,https://www.ferguson.com/store/sc/north+charleston/plumbingpvf-0023?utm_source=google&utm_medium=organic&utm_campaign=rt_lis_listingtraffic&utm_content=listing,https://maps.google.com/?cid=14403982888065291050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Hubbard Supply inc.,,Hubbard Supply inc.,(803) 393-7175,Sumter,South Carolina,Lead,A - Signal,plumber,yes,communication,the customer service was the worst. These people treated me like I was invisible.,"A) Saw a recent review say: ""the customer service was the worst. These people treated me like I was invisible."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.2,23,https://www.hubbardsupplyhouse.com/,https://maps.google.com/?cid=18395898111776720442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Everett Johnson Roofing-Construction,,Everett Johnson Roofing-Construction,(803) 641-2365,Aiken,South Carolina,Lead,A - Signal,roofing,yes,"no_show, scheduling",Called this company made appointments to have my roof repair repaired. Had my dad wait for them didnt show. Reschedule then still never got roof check.,"A) Saw a recent review say: ""Called this company made appointments to have my roof repair repaired. Had my dad wait for them didnt show. Reschedule then still never got "" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.3,23,http://www.everettjohnsonroofing.com/,https://maps.google.com/?cid=3770661812498674035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Gregory Electric Company, Inc.",,"Gregory Electric Company, Inc.",(803) 748-1122,Columbia,South Carolina,Lead,A - Signal,electrician,yes,"scheduling, no_show, slow_response","WEEKS later I get a knock on my door and its Gregory Electric asking about my quote. I explained they were weeks late, never contacted me","A) Saw a recent review say: ""WEEKS later I get a knock on my door and its Gregory Electric asking about my quote. I explained they were weeks late, never contacted me"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.1,22,http://www.gregoryelectric.com/,https://maps.google.com/?cid=6791755331307517943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
City Electric Supply Florence,,City Electric Supply Florence,(843) 664-9077,Florence,South Carolina,Lead,A - Signal,electrician,yes,"scheduling, no_show, communication","I get there at 8 on the dot, and the man there tells me that Corey is half way to Columbia.","A) Saw a recent review say: ""I get there at 8 on the dot, and the man there tells me that Corey is half way to Columbia."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.5,21,https://www.cityelectricsupply.com/branches/sc/florence/florence,https://maps.google.com/?cid=17818612408389940166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Enviro Vac,,Enviro Vac,(803) 773-2762,Sumter,South Carolina,Lead,A - Signal,plumber,yes,communication,Lack of Communication,"A) Saw a recent review say: ""Lack of Communication"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.5,20,https://cleancompany.com/,https://maps.google.com/?cid=9154346975140298891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Palmetto Electric Cooperative, Inc",,"Palmetto Electric Cooperative, Inc",(843) 681-5551,Hilton Head,South Carolina,Lead,A - Signal,electrician,yes,"missed_calls, slow_response, communication",left 3 messages no return call for resolution,"A) Saw a recent review say: ""left 3 messages no return call for resolution"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3,20,http://www.palmetto.coop/,https://maps.google.com/?cid=42455822958203323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
City Electric Supply Hilton Head,,City Electric Supply Hilton Head,(843) 342-7898,Hilton Head,South Carolina,Lead,A - Signal,electrician,yes,communication,No one knows what's going on. The people at the counters give you the wrong things you are asking for.,"A) Saw a recent review say: ""No one knows what's going on. The people at the counters give you the wrong things you are asking for."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.6,20,https://www.cityelectricsupply.com/branches/sc/hilton-head/hilton-head,https://maps.google.com/?cid=7113783155888124137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Stokes Plumbing & Trenchless Sewer Repair,,Stokes Plumbing & Trenchless Sewer Repair,(843) 687-2696,Florence,South Carolina,Lead,A - Signal,plumber,yes,"missed_calls, slow_response","called to set appt for 2 weeks straight. Emailed, text, no response.","A) Saw a recent review say: ""called to set appt for 2 weeks straight. Emailed, text, no response."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3.3,16,,https://maps.google.com/?cid=5981151570457757902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Johnsons Heating & Air LLC,,Johnsons Heating & Air LLC,(803) 778-9705,Sumter,South Carolina,Lead,A - Signal,hvac,yes,communication,"The owner, Mr. Jimmy Johnson is extremely unprofessional and disrespectful.","A) Saw a recent review say: ""The owner, Mr. Jimmy Johnson is extremely unprofessional and disrespectful."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.3,16,,https://maps.google.com/?cid=14405034034509462241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Haddigan Electrical Contractors,,Haddigan Electrical Contractors,(843) 884-0268,Mount Pleasant,South Carolina,Lead,A - Signal,electrician,yes,"slow_response, communication",They are physically working 3 doors down and refuse to communicate. After 6 months of trying,"A) Saw a recent review say: ""They are physically working 3 doors down and refuse to communicate. After 6 months of trying"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.2,16,http://haddiganelectrical.com/,https://maps.google.com/?cid=16282757946077648441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Stone Electrical Construction, LLC",,"Stone Electrical Construction, LLC",(843) 407-6492,Florence,South Carolina,Lead,A - Signal,electrician,yes,"slow_response, communication",I immediately received a phone call from Levi stating he was 'declining' my job all together.. upset that I inquired about the quote.,"A) Saw a recent review say: ""I immediately received a phone call from Levi stating he was 'declining' my job all together.. upset that I inquired about the quote."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.5,16,,https://maps.google.com/?cid=3054431802693888622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Daughrity & Sons Plumbing,,Daughrity & Sons Plumbing,(803) 481-8971,Sumter,South Carolina,Lead,A - Signal,plumber,yes,communication,The man who picked up the phone has a horrible attitude and when asked questions his responses were very rude,"A) Saw a recent review say: ""The man who picked up the phone has a horrible attitude and when asked questions his responses were very rude"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",4.5,15,http://daughrityplumbingco.com/,https://maps.google.com/?cid=12140657144189403645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Davis & Sons Plumbing & Maintenance Inc,,Davis & Sons Plumbing & Maintenance Inc,(843) 838-4685,Beaufort,South Carolina,Lead,A - Signal,plumber,yes,"no_show, communication",They never showed up for the entire day and never called. I called them several times and left several messages.,"A) Saw a recent review say: ""They never showed up for the entire day and never called. I called them several times and left several messages."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?",3.4,15,https://davisandsonsplumbingllc.com/,https://maps.google.com/?cid=1374611302958123654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
